Brand	Outside model	Inside model	Furnace model	HSPF (Region IV)	Rated heating capacity (Btu/hour)	Grant amount	AHRI / Verification reference	AHRI Classification	Series name/product line (if applicable)	SEER	Rated cooling capacity (Btu/hour)	Coefficient of Performance (COP) at -15 °C (5 °F) (at maximum capacity)	Capacity Maintenance %  (Max -15°C/5°F ÷ Rated 8.3°C/47°F)
LBG PRODUCTS	LBH24DWO	LBH24DWI		10	23000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206853247	HRCU-A-CB-O	Airbox	20	22000	2.02	73
GIBSON	GXH24(7.0)LSK4DH	GHH24(7.0)LUK4DH		10	23000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	9001000	HRCU-A-CB-O	Lomo	20	22000	2.02	99
KINGHOME	KW24HQ2B8DO	KW24HQ2B8DI		10	23000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	10338140	HRCU-A-CB-O		20	22389	2.07	98
ACD	OCD24KCH20S-O	OCD24KCH20S-I		10	23000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	201863353	HRCU-A-CB-O	OCD-23	20	22000	2.07	98
AIRTEMP	GXH24(7.0)LSK4DH	GHH24(7.0)LUK4DH		10	23000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	202443312	HRCU-A-CB-O	Lomo	20	22000	2.02	99
REZNOR	GXH24(7.0)LSK4DH	GHH24(7.0)LUK4DH		10	23000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	202443291	HRCU-A-CB-O	Lomo	20	22000	2.02	99
WABBAN	BB24HQ2A3DO	BB24HQ2A3DI		10	23000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	201903168	HRCU-A-CB-O	Mistral Series	20	22000	2.07	98
CARRIER	25VNA024A*030*	CAP**4221AL*+UI	58TN*A070C21**20	10	24000	$5,000	204429965	HRCU-A-CB		19.5	24400	2	83
CARRIER	25VNA024A*030*	CNPV*3617AL*+UI & 59*N*A080V17**14		10	24000	$5,000	9892539	HRCU-A-CB	Infinity® 20 Heat Pump with Greenspeed® Intelligence	18.5	24200	2.22	90
BRYANT	280ANV024*0**A*	CAP**3617AL*+UI	987MB42080C17***	10	24000	$5,000	204429894	HRCU-A-CB		18	24400	1.99	82
BRYANT	280ANV024*0**A*	CAP**4221AL*+UI	88*TA60070C21***	10	24000	$5,000	204429968	HRCU-A-CB		19.5	24400	2	83
BRYANT	280ANV024*0**A*	CNPV*3617AL*+UI & 98(6*B,7*A)42060V17***		10	24000	$5,000	9893488	HRCU-A-CB	Bryant® Extreme Heat Pump	18.5	24200	2.2	90
ECOER	EODA18H-2436	EAHATN-24		10	24000	$5,000	202337969	HRCU-A-CB		20	23400	2.34	80
BRYANT	280ANV024*0**A*	CNPV*3621AL*+UI & 98(6*B,7*A)42060V17***		10	24000	$5,000	9893490	HRCU-A-CB	Bryant® Extreme Heat Pump	18.5	24200	2.2	90
BOSCH	BOVA-36HDN1-M20G	BMA*2430BNTD	BGH96M060B3A	10	24000	$5,000	203025008	HRCU-A-CB	IDS2.0	19	24000	2.12	70
CARRIER	25VNA024A*030*	CNPV*3617AL*+UI & 59*N*A060V17**14		10	24000	$5,000	9892538	HRCU-A-CB	Infinity® 20 Heat Pump with Greenspeed® Intelligence	18.5	24200	2.2	90
BOSCH	BOVA-36HDN1-M20G	BMA*2430BNTD	BGH96M080B3A	10	24000	$5,000	203025011	HRCU-A-CB	IDS2.0	19	24000	2.12	70
CARRIER	25VNA024A*030*	CNPV*3621AL*+UI & 59*N*A060V17**14		10	24000	$5,000	9892540	HRCU-A-CB	Infinity® 20 Heat Pump with Greenspeed® Intelligence	18.5	24200	2.2	90
BRYANT	280ANV024*0**A*	CNPV*3617AL*+UI & 98(6*B,7*A)42080V17***		10	24000	$5,000	9893489	HRCU-A-CB	Bryant® Extreme Heat Pump	18.5	24200	2.22	90
MIDEA	38MGRQ24C--3			10	24000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204707612	HMSV-A-CB	Excel	21	24000	1.81	97
FRIEDRICH	FPHFR24A3A	FPHFC24A3B		10	24000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	205123805	HRCU-A-CB-O	Floating Air Pro	19	24000	2.2	87
CARRIER	38MGRQ24C--3			10	24000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204707613	HMSV-A-CB	Performance	21	24000	1.81	97
GREE	GWH24QE-D3DNB2R/O	GWH24QE-D3DN***/I		10	24000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204893199	HRCU-A-CB-O		19	22000	2.02	70
GREE	LIVV24HP230V1AO	LIVV24HP230V1AH		10	24000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	205093063	HRCU-A-CB-O		19	22000	2.02	70
DAIKIN	RXL24UMVJU*	FDMQ24RVJU		10	24000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	205663345	HRCU-A-CB	Aurora Series	18.6	21200	1.8	95
DAIKIN	RXL24UMVJU	FDMQ24RVJU		10	24000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204718024	HRCU-A-CB		18.6	21200	1.8	95
PAYNE	38MGRQ24C--3			10	24000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204707611	HMSV-A-CB	Mid-tier	21	24000	1.81	97
BRYANT	38MGRQ24C--3			10	24000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204707614	HMSV-A-CB	Preferred	21	24000	1.81	97
BRYANT	280ANV024*0**A*	CAP**4224AL*+UI	986TC60080C21***	10	24200	$5,000	204430020	HRCU-A-CB		19	24600	2.01	82
CARRIER	25VNA024A*030*	CAP**4224AL*+UI	59TN6B080C21**20	10	24200	$5,000	204430019	HRCU-A-CB		19	24600	1.99	82
BRYANT	280ANV024*0**A*	CNPV*3014AL*+UI	88*TA36070C14***	10	24600	$5,000	204430025	HRCU-A-CB		18	24200	2.01	81
BRYANT	280ANV024*0**A*	CSPH*2412AL*+UI	986TC42060C17***	10	24800	$5,000	204430080	HRCU-A-CB		17	24200	1.95	80
KEEPRITE	DLCSRAH24AAK	DLFSHAH24XAK		10	25000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	201835677	HRCU-A-CB-O	Mid-tier	20	23000	1.82	93
ARCOAIRE	DLCSRAH24AAK	DLFSHAH24XAK		10	25000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	201835518	HRCU-A-CB-O	Mid-tier	20	23000	1.82	93
NOVAIR PLUS	24EVANVO	24EVANVI		10	25000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	205281377	HRCU-A-CB-O		20.5	24000	2.07	72
TRANE / MITSUBISHI ELECTRIC	NTXMPH24A132AA			10	25000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	202354905	HMSV-A-CB	M-Series H2i	19	22000	1.92	100
SAMSUNG	AJ024MCS4CH			10	25000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	10298670	HMSV-A-CB	FJM	19	25000	1.83	100
SAMSUNG	AJ024TXS4CH			10	25000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	205291857	HMSV-A-CB	FJM Max Heat	19	25000	1.83	100
DAY & NIGHT	DLCSRAH24AAK	DLFSHAH24XAK		10	25000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	201835614	HRCU-A-CB-O	Mid-tier	20	23000	1.82	93
COMFORTMAKER	DLCSRAH24AAK	DLFSHAH24XAK		10	25000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	201835566	HRCU-A-CB-O	Mid-tier	20	23000	1.82	93
KENMORE	DLCSRAH24AAK	DLFSHAH24XAK		10	25000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	201835772	HRCU-A-CB-O	Mid-tier	20	23000	1.82	93
HEIL	DLCSRAH24AAK	DLFSHAH24XAK		10	25000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	201835676	HRCU-A-CB-O	Mid-tier	20	23000	1.82	93
MIDEA	DLCSRAH24AAK	DLFSHAH24XAK		10	25000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	201756550	HRCU-A-CB-O	Advantage	20	23000	1.82	93
TEMPSTAR	DLCSRAH24AAK	DLFSHAH24XAK		10	25000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	201835773	HRCU-A-CB-O	Mid-tier	20	23000	1.82	93
SAMSUNG	AJ024BXS4CH			10	25000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	207349918	HMSV-A-CB	FJM Max Heat	19	25000	1.83	100
SMART COMFORT	DLCSRAH24AAK	DLFSHAH24XAK		10	25000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	202119265	HRCU-A-CB-O	Mid-tier	20	23000	1.82	93
AMERICAN STANDARD / MITSUBISHI ELECTRIC	NAXMPH24A132AA			10	25000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	202354893	HMSV-A-CB	M-Series H2i	19	22000	1.92	100
MITSUBISHI ELECTRIC	MXZ-3C24NAHZ2			10	25000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	201754904	HRCU-A-CB-O	M-Series	19	22000	1.92	100
CARRIER	38MARBQ24AA3	CNPV*3617AL*	59TP6B080V17**16	10	25400	$5,000	207098559	HRCU-A-CB	Performance	15.5	21600	2	70
CARRIER	38MARBQ24AA3	CNPV*3017AL*	59TP6B080V17**16	10	25400	$5,000	207098557	HRCU-A-CB	Performance	15.5	21600	2	70
BRYANT	38MARBQ24AA3	CNPV*3617AL*	926TB42060V17***	10	25400	$5,000	207098698	HRCU-A-CB	Preferred	15.5	21800	2	70
BRYANT	38MARBQ24AA3	CNPV*3017AL*	926TB48080V17***	10	25400	$5,000	207098702	HRCU-A-CB	Preferred	15.5	21600	2	70
BRYANT	38MARBQ24AA3	CNPV*3617AL*	926TB48080V17***	10	25400	$5,000	207098704	HRCU-A-CB	Preferred	15.5	21600	2	70
BRYANT	38MARBQ24AA3	CNPV*3017AL*	915SB36060E14***	10	25400	$5,000	207098717	HRCU-A-CB	Preferred	15	22200	2	70
BRYANT	38MARBQ24AA3	CNPV*3617AL*	915SB36060E14***	10	25400	$5,000	207098718	HRCU-A-CB	Preferred	15	22200	2	70
CARRIER	38MARBQ24AA3	CNPV*3014AL*	59SC5B026E14**10	10	25400	$5,000	207098511	HRCU-A-CB	Performance	15	21600	2	70
CARRIER	38MARBQ24AA3	CNPV*3014AL*	59SC5B060E14**12	10	25400	$5,000	207098526	HRCU-A-CB	Performance	15	22000	2	70
CARRIER	38MARBQ24AA3	CNPV*3017AL*	59SC5B060E14**12	10	25400	$5,000	207098572	HRCU-A-CB	Performance	15	22200	2	70
CARRIER	38MARBQ24AA3	CNPV*3617AL*	59SC5B060E14**12	10	25400	$5,000	207098573	HRCU-A-CB	Performance	15	22200	2	70
BRYANT	38MARBQ24AA3	CNPV*3014AL*	915SB30026E14***	10	25400	$5,000	207098656	HRCU-A-CB	Preferred	15	21600	2	70
BRYANT	38MARBQ24AA3	CNPV*3014AL*	915SB36060E14***	10	25400	$5,000	207098671	HRCU-A-CB	Preferred	15	22000	2	70
BRYANT	38MARBQ24AA3	CNPV*3014AL*	926TB36060V14***	10	25400	$5,000	207098693	HRCU-A-CB	Preferred	15	22000	2	71
CARRIER	38MARBQ24AA3	CNPV*3014AL*	59TP6B060V14**12	10	25400	$5,000	207098548	HRCU-A-CB	Performance	15	22000	2	71
CARRIER	38MARBQ24AA3	CNPV*3017AL*	59TP6B060V17**14	10	25400	$5,000	207098551	HRCU-A-CB	Performance	15.5	21800	2	70
CARRIER	38MARBQ24AA3	CNPV*3617AL*	59TP6B060V17**14	10	25400	$5,000	207098553	HRCU-A-CB	Performance	15.5	21800	2	70
BRYANT	38MARBQ24AA3	CNPV*3017AL*	926TB42060V17***	10	25400	$5,000	207098696	HRCU-A-CB	Preferred	15.5	21800	2	70
BRYANT	38MARBQ24AA3	CNPV*3621AL*	915SB36040E17***	10	25600	$5,000	207098723	HRCU-A-CB	Preferred	15	21800	2	70
CARRIER	38MARBQ24AA3	CNPV*3017AL*	59SC5B040E17**12	10	25600	$5,000	207098518	HRCU-A-CB	Performance	15	21800	2	70
CARRIER	38MARBQ24AA3	CNPV*3617AL*	59SC5B040E17**12	10	25600	$5,000	207098520	HRCU-A-CB	Performance	15	21800	2	70
CARRIER	38MARBQ24AA3	CNPV*3014AL*	59TP6B040V14**10	10	25600	$5,000	207098537	HRCU-A-CB	Performance	15	21600	2	70
BRYANT	38MARBQ24AA3	CNPV*3017AL*	915SB36040E17***	10	25600	$5,000	207098663	HRCU-A-CB	Preferred	15	21800	2	70
BRYANT	38MARBQ24AA3	CNPV*3617AL*	915SB36040E17***	10	25600	$5,000	207098665	HRCU-A-CB	Preferred	15	21800	2	70
BRYANT	38MARBQ24AA3	CNPV*3014AL*	926TB30040V14***	10	25600	$5,000	207098682	HRCU-A-CB	Preferred	15	21600	2	70
CARRIER	38MARBQ24AA3	CNPV*3621AL*	59SC5B040E17**12	10	25600	$5,000	207098578	HRCU-A-CB	Performance	15	21800	2	70
CARRIER	38MARBQ24AA3	CAP**2417AL*	59SC5B060E14**12	10	25800	$5,000	207098566	HRCU-A-CB	Performance	15	22000	1.95	71
BRYANT	38MARBQ24AA3	CAP**2417AL*	915SB36060E14***	10	25800	$5,000	207098711	HRCU-A-CB	Preferred	15	22000	1.95	71
BRYANT	38MARBQ24AA3	CAP**2417AL*	915SB42060E17***	10	25800	$5,000	207098673	HRCU-A-CB	Preferred	15	21600	1.95	71
CARRIER	38MARBQ24AA3	CAP**2417AL*	59SC5B060E17**14	10	25800	$5,000	207098528	HRCU-A-CB	Performance	15	21600	1.95	71
BRYANT	38MARBQ24AA3	CAP**2414AL*	915SB36060E14***	10	25800	$5,000	207098669	HRCU-A-CB	Preferred	15	21800	1.95	71
CARRIER	38MARBQ24AA3	CAP**2414AL*	59SC5B060E14**12	10	25800	$5,000	207098524	HRCU-A-CB	Performance	15	21800	1.95	71
CARRIER	38MARBQ24AA3	CAP**2414AL*	59SC5B026E14**10	10	26000	$5,000	207098509	HRCU-A-CB	Performance	15	21400	1.95	70
BRYANT	38MARBQ24AA3	CAP**2417AL*	926TB42060V17***	10	26000	$5,000	207098695	HRCU-A-CB	Preferred	15	21400	1.95	70
CARRIER	38MARBQ24AA3	CAP**2417AL*	59TP6B060V17**14	10	26000	$5,000	207098550	HRCU-A-CB	Performance	15	21400	1.95	70
BRYANT	38MARBQ24AA3	CAP**2414AL*	915SB30026E14***	10	26000	$5,000	207098654	HRCU-A-CB	Preferred	15	21400	1.95	70
MDV	MOD33-24HFN1-MT0W	MSAG11D-23HRFN1-MU0W		10	26000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206361867	HRCU-A-CB-O		21	24000	2.22	75
BRYANT	38MARBQ24AA3	FMA4X24**AL*		10	26200	$5,000	207098589	HRCU-A-CB	Preferred	15	21800	1.85	70
CARRIER	38MARBQ24AA3	FMA4X24**AL*		10	26200	$5,000	207098444	HRCU-A-CB	Performance	15	21800	1.85	70
HAIER	1U24LP2VHA	AW24LP2VH*		10	27000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	10221212	HRCU-A-CB-O	Flexfit Pro	17	24000	2.46	74
SAMSUNG	AC024JXADCH/AA	AC024KN4DCH/AA		10	27000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	8856687	HRCU-A-CB-O	360 Cassette	20.5	24000	1.99	70
LG	LUU248HV	LVN240HV4		10	27000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	10513887	HRCU-A-CB		18	24000	1.83	74
LG	ARUN024GSS4			10	27000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	10070562	HMSV-A-CB		17	24000	3.59	120
LG	LUU247HV	LHN247HV		10	27000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	5859621	HRCU-A-CB		17	24000	1.8	70
DAIKIN	DZ17VSA361B*	DV35FECC14A*		10	27400	$5,000	207599995	HRCU-A-CB		17.5	31000	2.12	70
SAMSUNG	AR24TSFABWKX	AR24TSFABWKN		10	27400	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	205132634	HRCU-A-CB-O	Wind-Free? 2.0	20	21000	1.98	78
SAMSUNG	AR24NSWSPWKX	AR24NSWSPWKN		10	27400	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	202022716	HRCU-A-CB-O	Smart Whisper Max Heat	20	21000	2	99
SAMSUNG	AR24TSFACWKX	AR24TSFABWKN		10	27400	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	205132633	HRCU-A-CB-O	Max Heat 2.0	20	21000	2.39	95
MITSUBISHI ELECTRIC	NTXSST24A112A*	MSZ-GL24NA***		10	27600	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204629270	HRCU-A-CB-O	Nv Series	20.5	22500	1.98	73
MITSUBISHI ELECTRIC	NAXSST24A112A*	MSZ-GL24NA***		10	27600	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204629357	HRCU-A-CB-O	Nv Series	20.5	22500	1.98	73
HAIER	1U24ES2VHA	AW24ES2VH		10	27600	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	10092555	HRCU-A-CB-O	Advanced	20	22000	2.15	74
TRANE / MITSUBISHI ELECTRIC	NTXSST24A112AA	NTXWST24A112AA		10	27600	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	202373736	HRCU-A-CB-O	M-Series	20.5	22500	1.98	73
MITSUBISHI ELECTRIC	MUZ-GL24NA-U1	MSZ-GL24NA-U1		10	27600	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	201754316	HRCU-A-CB-O	Mitsubishi Electric	20.5	22500	1.98	73
AMERICAN STANDARD / MITSUBISHI ELECTRIC	NAXSST24A112AA	NAXWST24A112AA		10	27600	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	202373696	HRCU-A-CB-O	M-Series	20.5	22500	1.98	73
MITSUBISHI ELECTRIC	MUZ-GL24NAH***	MSZ-GL24NA***		10	27600	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	201755029	HRCU-A-CB-O	M-Series	20.5	22500	1.9	73
GE APPLIANCES	ASH124PRDWA	ASYW24PRDWB		10	27600	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	202588314	HRCU-A-CB	Summit	20	22000	1.8	72
MITSUBISHI ELECTRIC	MUZ-GL24NA***	NTXWST24A112A*		10	27600	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204629185	HRCU-A-CB-O	M-Series	20.5	22500	1.98	73
MITSUBISHI ELECTRIC	MUZ-GL24NA***	NAXWST24A112A*		10	27600	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204629225	HRCU-A-CB-O	M-Series	20.5	22500	1.98	73
MITSUBISHI ELECTRIC	MUZ-GL24NA-U2	MSZ-GL24NA-U1		10	27600	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	202490340	HRCU-A-CB-O	M-Series	20.5	22500	1.98	73
MIDEA	38MGRQ30D--3			10	28000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204722815	HMSV-A-CB	Excel	23.8	30000	2.04	100
NOVAIR PLUS	36EVANVMO			10	28000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	205281400	HMSV-A-CB		23.8	30000	1.85	71
CARRIER	38MGRQ30D--3			10	28000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	9854626	HMSV-A-CB		23.8	30000	2.04	100
BRYANT	38MGRQ30D--3			10	28000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	9854627	HMSV-A-CB	Preferred Series	23.8	30000	2.04	100
PAYNE	38MGRQ30D--3			10	28000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204722816	HMSV-A-CB	Mid-tier	23.8	30000	2.04	100
TRANE	4TWV8036A1	4TXCD008DS3	S9V2C100D4VSA+RP	10	28600	$5,000	201808876	HRCU-A-CB		18	33800	1.92	70
TRANE	4TWV8X36A1	TAM9A0C42V41		10	28600	$5,000	207526332	HRCU-A-CB		18	35800	1.81	70
TRANE	4TWV8X36A1	4TXCD008DS3	S9V2C100D4PSB+RP	10	28600	$5,000	207526402	HRCU-A-CB		18	33800	1.92	70
TRANE	4TWV8X36A1	4TXCD008DS3	S9V2C100D4VSA+RP	10	28600	$5,000	207526478	HRCU-A-CB		18	33800	1.92	70
TRANE	4TWV8036A1	TAM9A0C42V41		10	28600	$5,000	10093506	HRCU-A-CB		18	35800	1.81	70
AMERICAN STANDARD	4A6V8X36A1	4TXCD008DS3	S9V2C100D4PSB+RP	10	28600	$5,000	207590116	HRCU-A-CB		18	33800	1.92	70
AMERICAN STANDARD	4A6V8X36A1	4TXCD008DS3	S9V2C100D4VSA+RP	10	28600	$5,000	207590192	HRCU-A-CB		18	33800	1.92	70
AMERICAN STANDARD	4A6V8036A1	TAM9A0C42V41		10	28600	$5,000	10093458	HRCU-A-CB		18	35800	1.81	70
AMERICAN STANDARD	4A6V8036A1	4TXCD008DS3	S9V2C100D4PSB+RP	10	28600	$5,000	10511002	HRCU-A-CB		18	33800	1.92	70
AMERICAN STANDARD	4A6V8036A1	4TXCD008DS3	S9V2C100D4VSA+RP	10	28600	$5,000	201801087	HRCU-A-CB		18	33800	1.92	70
AMERICAN STANDARD	4A6V8X36A1	TAM9A0C42V41		10	28600	$5,000	207590047	HRCU-A-CB		18	35800	1.81	70
TRANE	4TWV8036A1	4TXCD008DS3	S9V2C100D4PSB+RP	10	28600	$5,000	10511300	HRCU-A-CB		18	33800	1.92	70
AMERICAN STANDARD	4A6V0X36A1	4TXFH036CZ3	*DHMB060BCV3	10	29000	$5,000	207590634	HRCU-A-CB		19.5	34800	1.82	70
TRANE	4TWV0036A1	4TXFH036CZ3	*DHMB060BCV3	10	29000	$5,000	7125588	HRCU-A-CB		19.5	34800	1.82	70
TRANE	4TWV0X36A1	4TXFH036CZ3	*DHMB060BCV3	10	29000	$5,000	207558938	HRCU-A-CB		19.5	34800	1.82	70
AMERICAN STANDARD	4A6V0036A1	4TXFH036CZ3	*DHMB060BCV3	10	29000	$5,000	7125572	HRCU-A-CB		19.5	34800	1.82	70
AIRQUEST	DLCSRAH24AAK	DLFSAAH24XAK		10	29000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	205921381	HRCU-A-CB	QuietComfort	20	20800	1.91	93
ARCOAIRE	DLCSRAH24AAK	DLFSAAH24XAK		10	29000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	205921372	HRCU-A-CB	DuraComfort	20	20800	1.91	93
BRYANT	38MAQB24R--3	40MBAAQ24XA3		10	29000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	205921388	HRCU-A-CB	Preferred	20	20800	1.91	93
CARRIER	38MAQB24R--3	40MBAAQ24XA3		10	29000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	205921384	HRCU-A-CB	Performance	20	20800	1.91	93
COMFORTMAKER	DLCSRAH24AAK	DLFSAAH24XAK		10	29000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	205921373	HRCU-A-CB	SoftSound	20	20800	1.91	93
DAY & NIGHT	DLCSRAH24AAK	DLFSAAH24XAK		10	29000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	205921374	HRCU-A-CB	Constant Comfort	20	20800	1.91	93
HEIL	DLCSRAH24AAK	DLFSAAH24XAK		10	29000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	205921375	HRCU-A-CB	QuietComfort	20	20800	1.91	93
KEEPRITE	DLCSRAH24AAK	DLFSAAH24XAK		10	29000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	205921376	HRCU-A-CB	ProComfort	20	20800	1.91	93
KENMORE	DLCSRAH24AAK	DLFSAAH24XAK		10	29000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	205921377	HRCU-A-CB	Mid-Tier	20	20800	1.91	93
MIDEA	DLCSRAH24AAK	DLFSAAH24XAK		10	29000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	205921378	HRCU-A-CB	Advantage	20	20800	1.91	93
MIDEA	38MAQB24R--3	40MBAAQ24XA3		10	29000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	205962795	HRCU-A-CB	Excel	20	20800	1.91	93
MOOVAIR	DM24HOS25230E3	FM24HIAHUU230X6		10	29000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	205921399	HRCU-A-CB		20	20800	1.83	91
PAYNE	38MAQB24R--3	40MBAAQ24XA3		10	29000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	205921386	HRCU-A-CB	Mid-Tier	20	20800	1.91	93
TEMPSTAR	DLCSRAH24AAK	DLFSAAH24XAK		10	29000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	205921379	HRCU-A-CB	QuietComfort	20	20800	1.91	93
WEATHERMAKER	38MAQB24R--3	40MBAAQ24XA3		10	29000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	205921382	HRCU-A-CB	Mid-Tier	20	20800	1.91	93
PAYNE	38MGRQ30D--3			10	29000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204722802	HMSV-A-CB	Mid-tier	22.4	30000	2.01	96
CARRIER	38MGRQ30D--3			10	29000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204722797	HMSV-A-CB	Performance	22.4	30000	2.01	96
BRYANT	38MGRQ30D--3			10	29000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204722812	HMSV-A-CB	Preferred	22.4	30000	2.01	96
MDV	MOD30-24HFN1-MT0W	MVB-24HWFN1-M		10	29000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	205782859	HRCU-A-CB		20	20800	1.83	91
MIDEA	38MGRQ30D--3			10	29000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204722807	HMSV-A-CB	Excel	22.4	30000	2.01	96
TRANE	4TWV8X36A1	4TXCB006DS3	S9V2B080D3PSB+RP	10	29200	$5,000	207526401	HRCU-A-CB		18	33800	1.88	70
AMERICAN STANDARD	4A6V8X36A1	4TXCB006DS3	S9V2B080D3PSB+RP	10	29200	$5,000	207590115	HRCU-A-CB		18	33800	1.88	70
AMERICAN STANDARD	4A6V8036A1	4TXCB006DS3	S9V2B080D3PSB+RP	10	29200	$5,000	10510997	HRCU-A-CB		18	33800	1.88	70
TRANE	4TWV8036A1	4TXCB006DS3	S9V2B080D3PSB+RP	10	29200	$5,000	10511295	HRCU-A-CB		18	33800	1.88	70
SUPREME CENTRAL	SUPRM36CC	AHAN3615		10	29600	$5,000	206799643	HRCU-A-CB		18	30000	1.94	72
MAXI AIR CENTRAL	CLASS36CC	AHAN3615		10	29600	$5,000	206799640	HRCU-A-CB		18	30000	1.94	72
PAYNE	38MGRQ30D--3			10	30000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204711114	HMSV-A-CB	Mid-tier	21	30000	1.98	93
CARRIER	38MGRQ30D--3			10	30000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204711112	HMSV-A-CB	Performance	21	30000	1.98	93
MIDEA	38MGRQ30D--3			10	30000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204711115	HMSV-A-CB	Excel	21	30000	1.98	93
BRYANT	38MGRQ30D--3			10	30000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204711113	HMSV-A-CB	Preferred	21	30000	1.98	93
CARRIER	25VNA036A*030*	CNPV*3621AL*+UI	58TN*A070C21**20	10	30800	$5,000	204430531	HRCU-A-CB		18.5	33000	1.82	86
